Name,Brand,Notes
Marfa Eau de Parfum,MEMO," Mandarin, orange blossom, agave, tuberose, ylang ylang, sandalwood, cedar, vanilla, white musk"
Colonia No. 1 Eau de Cologne,Antica Barbieria Colla," Bergamot, citrus, jasmine, ozonica, gardenia, moss, patchouli"
Colonia No. 4 Eau de Cologne,Antica Barbieria Colla," Lemon, rosemary, lavender, neroli, jasmine, cedarwood, coumarin"
Carved Oud Extrait de Parfum,Thameen," Oud, cedar, gaiac, patchouli, musk"
Peacock Throne Eau de Parfum,Thameen," Sicilian lemon, pink pepper, nutmeg, taif rose, ylang, Turkish rose, jasmine, vetiver, patchouli, sandalwood, vanilla"
Noorolain Taif Eau de Parfum,Thameen," Orange, coriander, pink pepper, taif rose, rose absolute, jasmine, vetiver, cashmere wood, musk"
Regent Leather Eau de Parfum,Thameen," Vanilla, lemon, saffron, labdanum, gurjum, cedar, patchouli"
Perfect Vanilla Roll-on Perfume Oil,Sarah Horowitz Parfums," vanilla (four kinds!), blood orange, tobacco"
Mediterraneo Parfum,Carthusia," Citric notes,  lemon leaves, green tea"
Fiori di Capri Parfum,Carthusia," Carnation, lily of the valley,  ylang-Ylang, oakmoss, ambergris, sandalwood"
Love Shot Eau de Parfum,Ex Nihilo," Bergamot, pink berries, peony, jasmine, patchouli, raspberry, vetiver, leather, vanilla, musk"
Geisha Vanilla Hinoki- Eau de Parfum,Aroma M," Bergamot, hinoki, lavender, leather, patchouli, amyris, cedarwood"
Geisha Vanilla Hinoki Roll-on perfume oil,Aroma M," Bergamot, hinoki, lavender, leather, patchouli, amyris, cedarwood"
Super Cedar Eau de Parfum,BYREDO," Rose, cedar, musk, vetiver"
Miss Marisa Fragrance Oil,Ebba," plum blossom, cassis, fresh mint, waterlily"
Fetes Persanes Eau de Parfum,Parfums MDCI," Bergamot, black pepper, elemi, rose, cardamom, cinnamon, clove, white musk, gaiac, cedar, patchouli, vanilla"
00 Auriel Eau de Parfum,Odin," Cassis, coriander, black pepper, rose, jasmine, muguet, agarwood, sandalwood, patchouli, labdanum"
Yu Son Eau de Parfum,ALTAIA," Mandarin, green tea, jasmine, iris, labdanum, amber, gaiac"
The exact friction of stars Perfume Oil roll-on,Pilar and Lucy, vanilla (and secret ingredients that we are not allowed to divulge)
The exact friction of stars Eau de Parfum,Pilar and Lucy, vanilla (and secret ingredients that we are not allowed to divulge)
By Any Other Name Eau de Parfum,ALTAIA," Bergamot, lychee, rose, peony, osmanthus, cedar, musk"
Ennui Noir Parfum Extrait,UNUM," Lavender, myrtle, cedar, heliotrope, patchouli, vanilla, vetiver"
Symphonie Passion Parfum Extrait,UNUM," Peony, lemon, cashmeran, vetiver, sandalwood, musk, cedar"
Moonlight in Heaven Eau de Parfum,By Kilian," Lemon, grapefruit, pink pepper, coconut, milky rice, mango, tonka bean, vetiver"
Sweet Morphine Eau de Parfum,Ex Nihilo," Lilac, iris, wood accord, vanilla"
La Tulipe Hair Perfume,BYREDO," Rhubarb, cyclamen, freesia, tulip, blond woods, vetiver"
Mojave Ghost Hair Perfume,BYREDO,
Sancti Eau de Parfum,Liquides Imaginaires," Bergamot, mandarin, grapefruit, cypress, fir balsam, lavender, rosemary, cardamom, coriander, cedar, amber, vetiver, patchouli, incense, myrrh, benzoin, cistus, musk"
Fortis Eau de Parfum,Liquides Imaginaires," Saffron, cumin, oud, cypriol, gaiac, cedar, amyris, vetiver, amber, patchouli, sandalwood, vanilla, musk"
Dom Rosa Eau de Parfum,Liquides Imaginaires," Champagne accord, grapefruit, pear, damask rose, clove, incense, woody accord, cedar, vetiver, gaiac"
Bloody Wood Eau de Parfum,Liquides Imaginaires," Wine lees, violet, rose oxide, fruity red wine accord, cherry, raspberry, woody accord, sandalwood, oak barrel accord"
Bello Rabelo Eau de Parfum,Liquides Imaginaires," Port accord, dried fruits, balm, everlasting flower, cistus, amber, wood, benzoin"
Tellus Eau de Parfum,Liquides Imaginaires," Earth accord, patchouli, cashmeran, lilly, costus, moss, ambroxan, fir balsam, cistus"
Ile Pourpre Eau de Parfum,Liquides Imaginaires," Shiso, angelica, incense, bergamot, ginger, fig, fenugreek, davana, iris, cedar, patchouli, cashmeran, ambroxan, whipped cream"
Eau des Sens Eau de Toilette,Diptyque," Orange flower, bitter orange, juniper, angelica, patchouli"
Fruitchouli Eau de Parfum,Tauerville,
The Orchid Man Eau de Parfum,Frapin," bergamot, black pepper, jasmine, leather, amber, oakmoss, patchouli"
Nordic Noir,Agonist," Cardamom, rosemary, spearmint, mint, orris, ginger, heliotrope, cedar, sandalwood, vanilla, musk"
Amyris Pour Homme Travel Set,Maison Francis Kurkdjian," Moroccan rosemary, Sicilian mandarin, Jamaican Amyris, Florentine Iris, Brazilian Tonka bean absolute, modern woods"
Another Oud Eau de Parfum,Juliette Has a Gun," Bergamot, raspberry, oud, norlimbanol, musk, ambroxan"
Tacit Eau de Parfum,Aesop," Yuzu, citrus notes, basil, vetiver, clove"
Hermann Eau de Parfum,Etat Libre d'Orange," Blackcurrant buds, black pepper, galbanum, calypsone, geosmin, frankincense, pepperwood, petalia, rose absolute, patchouli, ambroxan"
Belle de Jour Eau de Parfum,ERIS Parfums," Coriander, pink peppercorn, orange flower, ciste, jasmin, pimento berries, cedarwood, musk, seaweed absolute"
Night Flower Eau de Parfum,ERIS Parfums," Bergamot, birch tar, cardamom, suede accord, tuberose, cinnamon, patchouli, tonka bean, musk"
Ma Bete Eau de Parfum,ERIS Parfums," Neroli, aldehydes, nutmeg, cypriol, styrax, Jasmin sambac, cedarwood, patchouli, animalic accord"
Aqua Universalis Travel Set,Maison Francis Kurkdjian," Bergamot, Sicilian lemon, lily of the valley, sweet mock orange, light and musky woods."
Royal Princess Oud Eau de Parfum,Creed," Sicilian bergamot, rose, sweet violet, jasmine, vanilla, patchouli, iris from Tuscany, benzoin siam, a sweet gum resin from Thailand, Mysore sandalwood, styrax, an ancient resin extracted from bark of shrubs in Asia"
Audace Eau de Parfum,Profumum," Licorice, bitter orange, cedar, vetiver, tonka bean"
Baccarat Rouge 540 Eau de Parfum,Maison Francis Kurkdjian," Citrus, jasmine, saffron, sage, ambergris, oakmoss, cedar"
English Cherry Blossom Eau de Parfum,Shay & Blue," Bergamot, green mandarin, fig, cassis, honeysuckle, black cherry, iris, woods"
Soleil Blanc Eau de Parfum,TOM FORD Private Blend," Amber, coconut, beachy floral notes Click Here For Ingredients ×Close Soleil Blanc by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients."
Bergamote Soleil Cologne Absolue,Atelier Cologne," Bergamot, bigarade, ambrette, jasmine, lavender, cardamom, vetiver, oakmoss, white amber"
Farnesiana - Eau de Parfum,Caron," Mimosa, sandalwood, hay"
French Cancan - Eau de Parfum,Caron," Jasmine, lilac, violet, lily of the valley, rose, orange blossom, patchouli, iris, sandalwood, amber and oakmoss"
Kemi Eau de Parfum,Kemi," Cedar, oud, gurjan balsam, caramel, civet, castoreum, sandalwood, vanilla"
Hayat Eau de Parfum,Kemi," Bitter orange, lavender, saffron, cardamom, cinnamon, amber, cypriol, cedar, patchouli, oud"
V - Accento Eau de Parfum,Xerjoff," Hyacinth, pineapple, iris, jasmine, pink pepper, vetiver, musk, patchouli, amber, vanilla"
V - Laylati Eau de Parfum,Xerjoff," Green notes, patchouli, cedar, musk, vanilla, tobacco"
V - Erba Pura Eau de Parfum,Xerjoff," Orange, lemon, bergamot, fruit notes, amber, white musk, vanilla"
Accord 119 - Eau de Parfum,Caron," Blackcurrant, Egyptian jasmine, patchouli, blackberry, black pepper, vanilla, heliotrope, musk, and amber"
Purple Reign Eau de Parfum,April Aromatics," Lilac, violet, lavender, osmanthus, jasmine, orris, opoponax"
Les Indes Galantes Eau de Parfum,Parfums MDCI," Bergamot, orange, almond, raspberry, coriander, cinnamon, clove, geranium, vanilla, leather, incense, benzoin, labdanum"
Origino Parfum Extrait,Jeroboam," Bergamot, pink peppercorn, juniper, nutmeg, sandalwood, enigmatic musks."
Musc Infini Eau de Parfum,Ex Nihilo," Bergamot, grapefruit, ambrette, rose, patchouli, floral musk, benzoin, tonka bean, vanilla, powder musk"
Oud Vendome Eau de Parfum,Ex Nihilo," Saffron, ginger, galbanum, cedar, oud accord, incense, musk"
Venenum Kiss Eau de Parfum,Ex Nihilo," Neroli, saffron, nutmeg, rose, artemisia, amber, vanilla, styrax, sandalwood"
Intense Roses Musk Parfum Extrait,Montale," Rose, jasmine, amber, musk"
Insulo Parfum Extrait,Jeroboam," Vanilla, jasmine, enigmatic musks"
Hauto Parfum Extrait,Jeroboam," Bergamot, pineapple, tuberose, rose, spices, enigmatic musks"
Oriento Parfum Extrait,Jeroboam," Lemon, saffron, styrax, rose, ylang, apple, sandalwood, patchouli, enigmatic musks"
Miksado Parfum Extrait,Jeroboam," Bergamot, Labdanum, Saffron, Cedar, Geranium, Gaiac, Patchouli, Vanilla, Musks"
Tea for Two Eau de Toilette,L'Artisan Parfumeur," Ginger, cinnamon, green anise, honey, vanilla"
Starry Nights Eau de Parfum,Montale," Lemon, bergamot, apple, patchouli, rose, jasmine, powder, amber, white musk"
Upper Ten Eau de Parfum,Lubin," Bergamot, cardamom, bay rose, saffron, juniper berry, cinnamon, geranium essence, leather, peach, orange blossom, cedar, sandalwood, patchouli, amber, white musk"
LAVS Parfum Extrait,UNUM," Jasmine, Cardamom, Black Pepper, Elemi, Coriander, Clove, Carnation, Labdanum, Opoponax, Palisander Rosewood, Amber, Oakmoss, Tonka Bean"
Black Prestigium Eau de Parfum,Mancera," Bergamot, orris, spices, patchouli, rose, violet, oud, cedar, gaiac, sandalwood, amber, leather, white musk"
Shazam! Eau de Parfum,4160 Tuesdays," Basil, tangerine, juniper berry, atlas cedar, pink pepper, cardamom, olibanum, amber, patchouli, cacao"
Aoud Vanille Eau de Parfum,Mancera," Oud, saffron, black pepper, cardamom, floral notes, vanilla, gaiac, sandalwood"
Hedonist Cassis Eau de Parfum,Viktoria Minya," Blackcurrant, Bulgarian rose, grass, cedar, incense"
Cologne 352 Eau de Parfum,Ex Nihilo," Lemon, juniper, crushed leaves, orange blossom, rose, lily of the valley, white cedar, gaiac, white musk"
Bois d'Hiver Eau de Parfum,Ex Nihilo," Pink pepper, cardamom, heliotrope, cyclamen, white cedar, sandalwood, patchouli, cypriol, musk"
Rose of No Man's Land Eau de Parfum,BYREDO," Pink pepper, Turkish rose petals, raspberry blossom, Turkish rose absolute, papyrus, white amber"
Opus 1144 Eau de Parfum,UNUM," Elemi, Jasmine, Bergamot, Mandarin Orange, Iris, Orchid, Cashmere Wood, Musk, Ambergris, Vanilla, Leather, Sandalwood, Benzoin, Styrax"
Rosa Nigra Extrait de Parfum,UNUM," Star anise, artemisia, freesia, sandalwood, peach, cashmere wood, amber, musk, vanilla, iris"
The Noir 29 Eau de Parfum,Le Labo," Black tea leaves, bergamot, fig, cedar, vetiver, bay leaf, musk"
10 Corso Como Eau de Parfum,10 Corso Como," sandalwood, frankincense, musk, rose, geranium, vetiver and rare Malay oud wood oil"
Tabac Tabou Extrait de Parfum,Parfum d'Empire," Immortelle, tobacco, narcissus, honey, grass, musk"
African Leather Eau de Parfum,MEMO," Bergamot, cardamom, saffron, cumin, geranium, patchouli, oud, leather, vetiver, musk"
Chrysolithe Eau de Parfum,Olivier Durbano," Caraway, cinnamon, black pepper, ginger, sage, rosemary, jasmine, cedar, vetiver, ambergris, musk"
Messy Sexy Just Rolled Out of Bed Eau de Parfum,A Lab on Fire," Bergamot, peach blossom, rose, heliotrope, musk, toffee, amber, white woods, vanilla, tonka bean"
Santal Eau de Toilette,Floris London," Bergamot, black pepper, cardamom, green grass, lemon, clove bud, lavender, nutmeg, amber, cedarwood, frankincense, musk, sandalwood, vetiver, vanilla"
Elite Eau de Toilette,Floris London," Bergamot, cedar leaf, grapefruit, juniper, petitgrain, fir, lavender, bay leaf, amber, oakmoss, musk, cedar, patchouli, vetiver, leather"
No. 89 Eau de Toilette,Floris London," Bergamot, lavender, neroli, nutmeg, orange, petitgrain, geranium, rose, ylang ylang, cedarwood, musk, oakmoss, sandalwood, vetiver"
Voulez-Vous Coucher Avec Moi Eau de Parfum,By Kilian," Neroli, ylang ylang, tuberose, gardenia, Bulgarian rose, vanilla, cedarwood, sandalwood"
Ambre Cashmere Intense Eau de Parfum,PARFUMS DE NICOLAI," Black pepper, mandarin, lemon, orris butter, violet, clove, vanilla absolute, labdanum, benzoin, tonka bean, patchouli, sandalwood, musk, amber"
Oud Palao Eau de Parfum,Diptyque," Bulgarian rose, oud from Laos, Madagascar vanilla, tobacco, rum, sandalwood, labdanum, patchouli, camphor"
Noir Exquis Eau de Parfum,L'Artisan Parfumeur," Chestnut, orange, orange blossom, coffee, maple syrup, ebony, heliotrope, vanilla, tonka, sandalwood"
PHI Une Rose de Kandahar Eau de Parfum,Tauer Perfumes," Apricot, cinnamon, almond, bergamot, Bulgarian rose absolute, rose from Kandahar, bourbon geranium, tobacco leaf, patchouli, vetiver, vanilla, tonka bean, musk and ambergris."
Sotto La Luna Tuberose Eau de Parfum,Tauer Perfumes," Cinnamon, cloves, galbanum, geranium, tuberose, ylang ylang, rose, jasmine, tuberose, patchouli, ambergris"
Jasmin Angelique Cologne Absolue,Atelier Cologne," Lemon, Sichuan pepper, angelique, jasmine, galbanum, fig, incense, white amber, tonka bean"
Iris Cendre Eau de Parfum,Naomi Goodsir," Bergamot, tangerine, orris butter, violet, amber, cistus, tobacco"
Bahiana Eau de Parfum,Maitre Parfumeur et Gantier," Brazilian orange, caipirinha limon, mandarin, tagette, green leaf, rosewood, gaiac wood, elemi, amber, musk, coconut"
Incense Flash Eau de Parfum,Tauerville," Leather, musky woods, ambergris, incense"
Framboise Noire Eau de Parfum,Shay & Blue," Black Raspberry, mixed berries, iris pallida, white oud, black woods"
Halfeti Eau de Parfum,Penhaligons," Grapefruit, bergamot, green notes, armoise, lavender, cardamom, cumin, nutmeg, saffron, violet, cinnamon, rose, jasmine, cypress, muguet, leather, oud, amber, resins, cedar, patchouli, tonka, vanilla, sandalwood, musk"
Ryder Eau de Parfum,Ex Idolo," Sweet pipe tobacco, boozy notes, jasmine, amber, resins, dark woods, frankincense, vanilla"
Venetian Bergamot Eau de Parfum,TOM FORD Private Blend," Bergamot, black pepper, pink pepper, ginger, ylang ylang, gardenia, cedar, pepperwood, magnolia, sandalwood, tonka bean, amber, cashmeran."
La Vierge de Fer Eau de Parfum,Serge Lutens," Aldehydes, lily, jasmine, incense, white musk"
Don Eau de Parfum,Xerjoff - Join the Club," Gunpowder, money, Cuban tobacco, whiskey, molasses"
Mojave Ghost Eau de Parfum,BYREDO," Ambrette, sapodilla, violet, sandalwood, magnolia, ambergris, and cedar."
Flowerhead Eau de Parfum,BYREDO," Angelica seeds, cranberries, sicilian lemon, sambac jasmine, rose petals, tuberose, suede and ambergris."
Monoscent G Eau de Parfum,What We Do Is Secret, Galaxolide Super
Ambre Gris Eau de Parfum,Perris Monte Carlo," Davana, rose, geranium, sandalwood, cedar, ambergris, coumarin, vanilla, labdanum, musk"
Essence de Patchouli Eau de Parfum,Perris Monte Carlo," Rose, geranium, orris, cedar, guaiac, patchouli, musk, labdanum absolute, coumarin, vanilla"
Bois d'Oud Eau de Parfum,Perris Monte Carlo," Bergamot, fruity peach, plum, jasmine, rose, orris, orange blossom, oud, cedar wood, blackwood, patchouli, vanilla, amber, labdanum, musk"
Oud Imperial Eau de Parfum,Perris Monte Carlo," Jasmine, cumin, incense, patchouli, saffron, oud, sandalwood, blackwood, cistus, vetiver"
Rose de Taif Eau de Parfum,Perris Monte Carlo," Lemon, nutmeg, geranium, Taïf rose essential oil, rose Damas absolute, rose musk"
Patchouli Nosy Be Eau de Parfum,Perris Monte Carlo," Pink pepper, Nosy Be patchouli, cedar, sandalwood, bitter cocoa, labdanum, vanilla"
Ylang Ylang Nosy Be Eau de Parfum,Perris Monte Carlo," Ylang ylang, lemon, grapefruit, cardamom, jasmine, orange blossom, damask rose, labdanum, vetiver, cedar, vanilla, scabious"
Atropa Belladonna Eau de Parfum,Shay & Blue," Blackcurrant, narcissus, jasmine, patchouli, bourbon vanilla"
Amber Rose Eau de Parfum,Shay & Blue," May rose, dulce de leche, white amber"
Blood Oranges Eau de Parfum,Shay & Blue," Blood orange, leather, musk, woody notes, amber"
Blacks Club Leather Fragrance Concentrée,Shay & Blue," English leather, cognac, mahogany, firewood, beeswax"
Salt Caramel Eau de Parfum,Shay & Blue," caramel, sea salt, tonka bean, sandalwood"
Watermelons Natural Spray,Shay & Blue," Watermelon, green mandarin, honeysuckle, green leaves, green tea, vetiver"
Oud Alif Fragrance Concentrée,Shay & Blue," Oud, chocolat noir, saffron, leather, patchouli"
Honey Aoud Eau de Parfum,Montale," Honey, oud, flowers, patchouli, cinnamon, leather, vanilla, amber"
Fleur de Portofino Eau de Parfum,TOM FORD Private Blend," Calabrian bergamot, Sicilian lemon, tangerine, bitter orange leaf, syringa, white acacia, magnolia, orange blossom, Moroccan rose, jasmine, acacia honey, cistus absolute, vanilla absolute, tolu, civet, ambrette seed Click Here For Ingredients ×Close Fleur de Portofino by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients."
Habdan Eau de Parfum,Parfums de Marly," Frankincense, saffron, apple, agarwood, rose, amber, maltol, opoponax"
Oajan Eau de Parfum,Parfums de Marly," Cinnamon, honey, osmanthus, benzoin, labdanum, amber, davana, patchouli, musk, vanilla, tonka bean"
Meliora Eau de Parfum,Parfums de Marly," Red fruits, raspberry, blackcurrant, rose, lily, ylang, woods, vanilla, musk"
Safanad Eau de Parfum,Parfums de Marly," Orange, pear, orange blossom, orris, ylang, amber, sandalwood, vanilla"
Galloway Eau de Parfum,Parfums de Marly," Hesperides, pepper, iris, orange blossom, musk, amber"
